YTID,start_seconds,end_seconds,positive_labels
TSB8R7VlIUw,320.0,330.0,/m/02cz_7
TWWIzpyblFo,90.0,100.0,/m/02cz_7
TZpgM8Se2cc,20.0,30.0,/m/02cz_7
Thu3MgkhWFw,60.0,70.0,/m/02cz_7
TuAmDdTZz0s,190.0,200.0,/m/02cz_7
Tvn3HMxRblM,80.0,90.0,/m/02cz_7
U-HleOw9B5g,560.0,570.0,/m/02cz_7
U-P9DUbNNOc,100.0,110.0,/m/02cz_7
U0HZOskX3d8,20.0,30.0,/m/02cz_7
U3C8GPQgDuQ,20.0,30.0,/m/02cz_7
U5DRl8TmGWs,10.0,20.0,/m/02cz_7
UAsktL8RiJg,20.0,30.0,/m/02cz_7
UCloKgPuKn0,130.0,140.0,/m/02cz_7
UQ0HsxVbtJI,10.0,20.0,/m/02cz_7
UXE5x8BrzAw,170.0,180.0,/m/02cz_7
UZS1Jy09Vt0,10.0,20.0,/m/02cz_7
Ubt81EMGBkA,10.0,20.0,/m/02cz_7
Ul1tM6Q6sp4,20.0,30.0,/m/02cz_7
UpJ7tDopK0I,270.0,280.0,/m/02cz_7
UqSWoZpzxq8,180.0,190.0,/m/02cz_7
UrPGInphaJY,190.0,200.0,/m/02cz_7
Ux8dO5ObZOM,90.0,100.0,/m/02cz_7
V2vIKd9Jlcc,360.0,370.0,/m/02cz_7
V3NY1UXwsqw,40.0,50.0,/m/02cz_7
V9xuA7ItNfg,230.0,240.0,/m/02cz_7
VDho7ZwyUwo,130.0,140.0,/m/02cz_7
VELUHgwEpRY,170.0,180.0,/m/02cz_7
VZUh7XNpD0M,10.0,20.0,/m/02cz_7
VfmKYaYIh3I,30.0,40.0,/m/02cz_7
Vl-gSXHtYKk,140.0,150.0,/m/02cz_7
VlgRmOFLTv8,40.0,50.0,/m/02cz_7
VmfAE8keGU8,0.0,10.0,/m/02cz_7
VoJbE3iT1WA,180.0,190.0,/m/02cz_7
Vxtqu-nIGkU,250.0,260.0,/m/02cz_7
W8IO4eOGu6Y,110.0,120.0,/m/02cz_7
WB_U8c06eZ8,130.0,140.0,/m/02cz_7
WBn37yQF0Go,30.0,40.0,/m/02cz_7
WDW3FhQZEIw,340.0,350.0,/m/02cz_7
WDgy1p6dC2Q,150.0,160.0,/m/02cz_7
WH7vy0g6Wko,130.0,140.0,/m/02cz_7
WI9wI3fGWUc,40.0,50.0,/m/02cz_7
WKhc4s2kE8s,200.0,210.0,/m/02cz_7
WXj6uFlZnuM,290.0,300.0,/m/02cz_7
WYyGyqfWjH0,50.0,60.0,/m/02cz_7
Wm36J-R3nio,20.0,30.0,/m/02cz_7
WsR2SpFNOOw,90.0,100.0,/m/02cz_7
WxbAg-hQ620,10.0,20.0,/m/02cz_7
Wz8VQhpfet0,70.0,80.0,/m/02cz_7
X2UrUjU_obc,20.0,30.0,/m/02cz_7
X3Yxm6sKs3M,70.0,80.0,/m/02cz_7
XCooaa-KexY,90.0,100.0,/m/02cz_7
XGK-yCxEdSU,0.0,10.0,/m/02cz_7
XIBG-eCmFZM,160.0,170.0,/m/02cz_7
XId1TM2dPbY,90.0,100.0,/m/02cz_7
XRKRpeYp_7U,20.0,30.0,/m/02cz_7
XTTyw5LWfaQ,270.0,280.0,/m/02cz_7
XbCA2WHWT8k,120.0,130.0,/m/02cz_7
XcT7wImkH0A,30.0,40.0,/m/02cz_7
XkCvXWVDReU,10.0,20.0,/m/02cz_7
Xs3WRwy-Nwc,30.0,40.0,/m/02cz_7
XuTY4IbhsXg,20.0,30.0,/m/02cz_7
Y4XOJVRKhR0,110.0,120.0,/m/02cz_7
YBxUuLNRv6s,210.0,220.0,/m/02cz_7
YHVsLwob72M,120.0,130.0,/m/02cz_7
YJDpVQGEPaA,60.0,70.0,/m/02cz_7
YTjU60u92m4,10.0,20.0,/m/02cz_7
YV00x3C3aHY,100.0,110.0,/m/02cz_7
YX08pj-7nJA,170.0,180.0,/m/02cz_7
YnamUqSj-BE,170.0,180.0,/m/02cz_7
Yp-0-r0Vulg,60.0,70.0,/m/02cz_7
Yr0km4Z_4YQ,210.0,220.0,/m/02cz_7
YtneU3AUTGQ,10.0,20.0,/m/02cz_7
YxyP_-vtFt8,120.0,130.0,/m/02cz_7
Z4VxyWyp2f8,60.0,70.0,/m/02cz_7
Z5oKsOOTMsA,0.0,10.0,/m/02cz_7
Z7k5YK9jHnI,0.0,10.0,/m/02cz_7
ZKkrohEJHO8,0.0,10.0,/m/02cz_7
ZP2yDN94zZk,80.0,90.0,/m/02cz_7
ZQ5z0mwD7rE,260.0,270.0,/m/02cz_7
ZU9NKt1pKvo,120.0,130.0,/m/02cz_7
ZYPcw0VSA3I,0.0,5.0,/m/02cz_7
ZYlvdXVZ_dg,80.0,90.0,/m/02cz_7
Z_-tQYY81Y0,320.0,330.0,/m/02cz_7
ZauvVjnmpPk,480.0,490.0,/m/02cz_7
ZcDLhe8X54w,240.0,250.0,/m/02cz_7
ZdEG7UUwUDc,40.0,50.0,/m/02cz_7
ZfIE4tFknjY,60.0,70.0,/m/02cz_7
Zo43u9BGfXw,70.0,80.0,/m/02cz_7
ZvbS_8b4KYg,30.0,40.0,/m/02cz_7
_3KcSG5SAlU,90.0,100.0,/m/02cz_7
_BQMUPsDGaY,0.0,10.0,/m/02cz_7
_T7KQufWpvg,150.0,160.0,/m/02cz_7
_ee0-HYs0xA,370.0,380.0,/m/02cz_7
_gPzO1NFrWo,160.0,170.0,/m/02cz_7
_o_g12V-zu4,130.0,140.0,/m/02cz_7
_s7KlORgQuM,60.0,70.0,/m/02cz_7
_uSgWWXI4rg,50.0,60.0,/m/02cz_7
_vPjXmvWzwg,100.0,110.0,/m/02cz_7
a1GtizfVZ-o,170.0,180.0,/m/02cz_7
a4Rtgfsm8NI,90.0,100.0,/m/02cz_7
aH7npkFAi-M,590.0,600.0,/m/02cz_7
aHA1YOJJw0A,300.0,310.0,/m/02cz_7
aS2BRQsc0L0,30.0,40.0,/m/02cz_7
a_4qOAl7ntk,120.0,130.0,/m/02cz_7
ag4MePMDGSA,110.0,120.0,/m/02cz_7
anatc58F_J0,590.0,600.0,/m/02cz_7
aqxq2aNLmS0,60.0,70.0,/m/02cz_7
arRv1fuvlW8,30.0,40.0,/m/02cz_7
ax16VhHrBKU,60.0,70.0,/m/02cz_7
b2NBGli8joA,0.0,10.0,/m/02cz_7
b7Z2R0b9j3E,130.0,140.0,/m/02cz_7
b9AZvIk5EAs,460.0,470.0,/m/02cz_7
bCCPFGQ1pH0,310.0,320.0,/m/02cz_7
bD-Pax1o6oU,290.0,300.0,/m/02cz_7
bFzk1uGEwP4,70.0,80.0,/m/02cz_7
bJlQ6YSZyqU,20.0,30.0,/m/02cz_7
bR9D9ooHrKw,80.0,90.0,/m/02cz_7
bVhTjH9iihI,0.0,10.0,/m/02cz_7
balDn079tFo,0.0,10.0,/m/02cz_7
bbAnDy7tFPc,40.0,50.0,/m/02cz_7
bfsY88VoLjo,80.0,90.0,/m/02cz_7
bv3Ax2zThic,40.0,50.0,/m/02cz_7
bxrJ6C-f9oQ,130.0,140.0,/m/02cz_7
c1twNLkML9g,110.0,120.0,/m/02cz_7
c34fNrMFiKs,160.0,170.0,/m/02cz_7
c4HjuPfw1_w,70.0,80.0,/m/02cz_7
cP0G6_3--tM,80.0,90.0,/m/02cz_7
cU4bhItJpZ4,90.0,100.0,/m/02cz_7
cUq6_S0e62g,40.0,50.0,/m/02cz_7
cYGL2ExgNVQ,12.0,22.0,/m/02cz_7
cdjR-ImOz-A,410.0,420.0,/m/02cz_7
cem79sbSJ2g,10.0,20.0,/m/02cz_7
ciNq3d85sZE,170.0,180.0,/m/02cz_7
clG8EXcdEN8,30.0,40.0,/m/02cz_7
crPMe2YMeoA,58.0,68.0,/m/02cz_7
cvpuiNH9D-8,90.0,100.0,/m/02cz_7
dA965MMntfI,50.0,60.0,/m/02cz_7
dEoQDV6RcdA,30.0,40.0,/m/02cz_7
dIgckzPsnwU,28.0,38.0,/m/02cz_7
dOHqB6pOOe8,270.0,280.0,/m/02cz_7
darjNrp85UU,140.0,150.0,/m/02cz_7
dd6pTbiXxmM,290.0,300.0,/m/02cz_7
de3uSkI8104,150.0,160.0,/m/02cz_7
dhC4P5QSF6k,130.0,140.0,/m/02cz_7
eBpvtp65Pns,80.0,90.0,/m/02cz_7
eEZUIyaRnCQ,90.0,100.0,/m/02cz_7
eGy8FZ6hSy8,20.0,30.0,/m/02cz_7
eNVFBp6_O48,70.0,80.0,/m/02cz_7
e_Yvf31xBeU,30.0,40.0,/m/02cz_7
ead_46Ooarw,180.0,190.0,/m/02cz_7
ehtoIg4S00M,30.0,40.0,/m/02cz_7
eks4asf8x3U,90.0,100.0,/m/02cz_7
errB_7DBgp4,280.0,290.0,/m/02cz_7
esXQv1zanVQ,100.0,110.0,/m/02cz_7
ev39bjtuxww,150.0,160.0,/m/02cz_7
exaiavrdqkY,120.0,130.0,/m/02cz_7
eyCyJM8KB9s,50.0,60.0,/m/02cz_7
f2S5Pz2jmro,70.0,80.0,/m/02cz_7
f2UFSyBZwaM,50.0,60.0,/m/02cz_7
f3oyxz3DZMQ,50.0,60.0,/m/02cz_7
f7cqF0ZA3ZU,20.0,30.0,/m/02cz_7
f7kIarZJBuU,50.0,60.0,/m/02cz_7
faMcPC9CTcs,230.0,240.0,/m/02cz_7
ff9VVyCpnKo,50.0,60.0,/m/02cz_7
fkRFUARUhTI,80.0,90.0,/m/02cz_7
fz1HhQqRMFI,60.0,70.0,/m/02cz_7
g2BwdxQrOrg,30.0,40.0,/m/02cz_7
g3iB2mWA-Hg,30.0,40.0,/m/02cz_7
g8oM0Tg8mQQ,10.0,20.0,/m/02cz_7
gC4dy61IaIw,70.0,80.0,/m/02cz_7
gGortDNsxaw,200.0,210.0,/m/02cz_7
gSSAsXmwxkQ,20.0,30.0,/m/02cz_7
gaJySDZhdJw,240.0,250.0,/m/02cz_7
glxmc22xeEM,0.0,10.0,/m/02cz_7
guF3XVeE1sI,240.0,250.0,/m/02cz_7
h-wnccrda6Y,70.0,80.0,/m/02cz_7
h0e-H94tISw,400.0,410.0,/m/02cz_7
h3Yv06NrNLQ,50.0,60.0,/m/02cz_7
h5x5mbMKSvg,30.0,40.0,/m/02cz_7
h7RNbtVTf8c,150.0,160.0,/m/02cz_7
h7rC67n2lFA,140.0,150.0,/m/02cz_7
hEpLVDALtD8,50.0,60.0,/m/02cz_7
hNOAl-ZCWsM,10.0,20.0,/m/02cz_7
hOBGNzA9fXI,60.0,70.0,/m/02cz_7
hevQFUiQJts,20.0,30.0,/m/02cz_7
hmMN_d7JGjY,100.0,110.0,/m/02cz_7
i80RYtQHiXY,40.0,50.0,/m/02cz_7
i85U2eny6yI,200.0,210.0,/m/02cz_7
i8CvE5wpOKE,350.0,360.0,/m/02cz_7
iYLXS43tCS8,50.0,60.0,/m/02cz_7
ij2ImS6uma8,40.0,50.0,/m/02cz_7
iodAOrMLC_M,440.0,450.0,/m/02cz_7
iozgbxnna2w,100.0,110.0,/m/02cz_7
j0hbAL1wvC8,320.0,330.0,/m/02cz_7
jSy_MBs1CZc,90.0,100.0,/m/02cz_7
jXb207ExKc4,60.0,70.0,/m/02cz_7
jnYs7vvkZ3s,130.0,140.0,/m/02cz_7
jq3Q6J6lZkQ,0.0,10.0,/m/02cz_7
jqphlgdLczE,10.0,20.0,/m/02cz_7
juBYfJrMGNk,10.0,20.0,/m/02cz_7
k4hFhSf3TIc,60.0,70.0,/m/02cz_7
kJhpzqzN-uI,50.0,60.0,/m/02cz_7
kWasZYf25yg,60.0,70.0,/m/02cz_7
kZB-M8URNKA,10.0,20.0,/m/02cz_7
kbFT98YeRic,180.0,190.0,/m/02cz_7
kdNoAO-mDZY,20.0,30.0,/m/02cz_7
kkhR_gYF2uI,180.0,190.0,/m/02cz_7
kmjvgjrTsCs,130.0,140.0,/m/02cz_7
kxGpUpy0Tto,250.0,260.0,/m/02cz_7
l1X9OSgjnts,130.0,140.0,/m/02cz_7
l7NxBwWV0a0,60.0,70.0,/m/02cz_7
lCoo2ZNS360,20.0,30.0,/m/02cz_7
lGuLsiqFLl4,30.0,40.0,/m/02cz_7
lKHLRvcaXJ4,40.0,50.0,/m/02cz_7
lLJ7PHjWW_Q,80.0,90.0,/m/02cz_7
lNKNBBJMcdg,390.0,400.0,/m/02cz_7
lPpL77wfhF0,400.0,410.0,/m/02cz_7
lYVR61Hmx90,170.0,180.0,/m/02cz_7
lhdnAey8nuI,130.0,140.0,/m/02cz_7
lhiq6iFtyMM,170.0,180.0,/m/02cz_7
lhrFgDNeEB0,450.0,460.0,/m/02cz_7
ls6LG14wiN8,0.0,9.0,/m/02cz_7
lvl1uK46tHw,190.0,200.0,/m/02cz_7
lwaxBsCfYKU,30.0,40.0,/m/02cz_7
lxksqc4nhYk,280.0,290.0,/m/02cz_7
m-MqCQgBRos,340.0,350.0,/m/02cz_7
mD4T_peDzTc,50.0,60.0,/m/02cz_7
mHMENqUGWdg,160.0,170.0,/m/02cz_7
mIBP58SutmM,10.0,20.0,/m/02cz_7
mOjHocoSGg4,120.0,130.0,/m/02cz_7
mTY8xEUG4Q0,90.0,100.0,/m/02cz_7
mWrgdo1RHLM,60.0,70.0,/m/02cz_7
mZjB1ffcwdg,0.0,9.0,/m/02cz_7
mbf2tkv0fCw,30.0,40.0,/m/02cz_7
mkR3TH5Boio,20.0,30.0,/m/02cz_7
mpidEFElR3M,30.0,40.0,/m/02cz_7
muOI52AqkXo,160.0,170.0,/m/02cz_7
mvXP4mBagJY,530.0,540.0,/m/02cz_7
n0Hux9QHKYk,40.0,50.0,/m/02cz_7
nKvWJVgkNYE,80.0,90.0,/m/02cz_7
nNVBlHN2_dY,50.0,60.0,/m/02cz_7
nTMjcvRMMDQ,10.0,20.0,/m/02cz_7
nTS50IF7GD4,220.0,230.0,/m/02cz_7
nZHJ6mKH4OA,20.0,30.0,/m/02cz_7
nZQvVPyVMkw,140.0,150.0,/m/02cz_7
naJbYvuAjhU,100.0,110.0,/m/02cz_7
nihiV6WSjoc,410.0,420.0,/m/02cz_7
nrrCNSmSLME,100.0,110.0,/m/02cz_7
o1GwkChaeLs,0.0,10.0,/m/02cz_7
o1e0WdOREvM,40.0,50.0,/m/02cz_7
oFHSRBy2NjI,80.0,90.0,/m/02cz_7
oKxkQnrYRUM,70.0,80.0,/m/02cz_7
oNSUfQQMOqQ,20.0,30.0,/m/02cz_7
oOP0vw4EsA0,20.0,30.0,/m/02cz_7
ogCZlw1PU8k,10.0,20.0,/m/02cz_7
ogP00Mimmv8,380.0,390.0,/m/02cz_7
p4QYB57D0ic,30.0,40.0,/m/02cz_7
p781AvLQUIQ,350.0,360.0,/m/02cz_7
pDU93oOOjzw,30.0,40.0,/m/02cz_7
pLMY769hO-g,100.0,110.0,/m/02cz_7
pTAW_HBbxhg,70.0,80.0,/m/02cz_7
pXlp6Sx_5fw,30.0,40.0,/m/02cz_7
piO7bhui9K0,200.0,210.0,/m/02cz_7
pvt6lQ0vTZs,170.0,180.0,/m/02cz_7
pz3RXgXReqU,20.0,30.0,/m/02cz_7
q28u7Bk9UfU,30.0,40.0,/m/02cz_7
q6vUzVLB6B0,0.0,10.0,/m/02cz_7
q7y_-NI-CXo,190.0,200.0,/m/02cz_7
q9XwHNp-wxU,140.0,150.0,/m/02cz_7
q9cWdK0kShE,30.0,40.0,/m/02cz_7
qDF6Z4sXow8,60.0,70.0,/m/02cz_7
qJe5WGPmW9c,30.0,40.0,/m/02cz_7
qKHM7tdW96w,20.0,30.0,/m/02cz_7
qUbKjmXH8k4,40.0,50.0,/m/02cz_7
q_DjuEqhlhE,70.0,80.0,/m/02cz_7
qaE7Y0U_kKE,30.0,40.0,/m/02cz_7
qeNdT-8MQXE,230.0,240.0,/m/02cz_7
qf5mSn17p0Q,110.0,120.0,/m/02cz_7
qhz1HWJ_A48,10.0,20.0,/m/02cz_7
qnAm3e0vXJs,80.0,90.0,/m/02cz_7
r5XRb9fZAB4,130.0,140.0,/m/02cz_7
rCtaktml4ko,210.0,220.0,/m/02cz_7
rCuz1nYugIc,120.0,130.0,/m/02cz_7
rE7YItLQEM0,20.0,30.0,/m/02cz_7
rGAV4YWvGAk,120.0,130.0,/m/02cz_7
rMJV_didDQE,50.0,60.0,/m/02cz_7
rQoP28uChZs,100.0,110.0,/m/02cz_7
rTbAA0fywAc,200.0,210.0,/m/02cz_7
raEYKBEAQM0,410.0,420.0,/m/02cz_7
rcNjOreqJQk,40.0,50.0,/m/02cz_7
rr85kHcKTdM,10.0,20.0,/m/02cz_7
rvNiDJZTd0M,110.0,120.0,/m/02cz_7
s2VDABzL9kg,80.0,90.0,/m/02cz_7
s3l8ckgI8Ac,190.0,200.0,/m/02cz_7
s6Ek5oOU-dc,10.0,20.0,/m/02cz_7
s9ALsmK2ig4,0.0,10.0,/m/02cz_7
sDOgsCdBKrs,30.0,40.0,/m/02cz_7
sGNrNBbgUHw,290.0,300.0,/m/02cz_7
sKvcPQ8epSw,150.0,160.0,/m/02cz_7
sMY6sVnI1jE,30.0,40.0,/m/02cz_7
sS66x3F5YUg,200.0,210.0,/m/02cz_7
sohvn_oKNY8,49.0,59.0,/m/02cz_7
sqFP1eTB6oY,0.0,10.0,/m/02cz_7
swU6Y9UY-tU,280.0,290.0,/m/02cz_7
swUwXC0Mri8,60.0,70.0,/m/02cz_7
sxevBU7wRn8,10.0,20.0,/m/02cz_7
syTa3U9JMrc,40.0,50.0,/m/02cz_7
t01D7jWkSXA,30.0,40.0,/m/02cz_7
t2Fn1Ti23TE,0.0,10.0,/m/02cz_7
tBMsgbpyW8c,30.0,40.0,/m/02cz_7
tLZwI97wuuo,90.0,100.0,/m/02cz_7
td_FTXsP0Ls,190.0,200.0,/m/02cz_7
thUsxRfXCfI,30.0,40.0,/m/02cz_7
tlD5u_8LJu8,20.0,30.0,/m/02cz_7
tymqHh0tA-s,30.0,40.0,/m/02cz_7
u8liIJjci4A,70.0,80.0,/m/02cz_7
uMN2f0aJRUo,0.0,10.0,/m/02cz_7
uZJcmNAE88k,130.0,140.0,/m/02cz_7
u_2zturINwM,50.0,60.0,/m/02cz_7
ujVqKCMNc28,30.0,40.0,/m/02cz_7
ukhBH3kRp1U,210.0,220.0,/m/02cz_7
urouHDzzyOs,100.0,110.0,/m/02cz_7
uwfyoCooDzE,160.0,170.0,/m/02cz_7
uxO3DPPpF9A,30.0,40.0,/m/02cz_7
uyK8v6H92Dc,70.0,80.0,/m/02cz_7
v-xN3X-B_W4,220.0,230.0,/m/02cz_7
vGQ73YQ4Xpg,20.0,30.0,/m/02cz_7
vH2aJoGbJp0,20.0,30.0,/m/02cz_7
vJTFneCckiU,70.0,80.0,/m/02cz_7
vPhmMnjVvmQ,70.0,80.0,/m/02cz_7
vUxzTCxstvA,20.0,30.0,/m/02cz_7
vXQLo7NtZcU,130.0,140.0,/m/02cz_7
viJd8kxJ3jU,60.0,70.0,/m/02cz_7
vrDdagibUNM,120.0,130.0,/m/02cz_7
vv31xbTYuio,10.0,20.0,/m/02cz_7
vxjU9QZQlBY,40.0,50.0,/m/02cz_7
vxs1kvm8dAg,0.0,10.0,/m/02cz_7
w04fiWeki58,40.0,50.0,/m/02cz_7
w7A_zpZa8kA,170.0,180.0,/m/02cz_7
wCkr-kgKAMw,90.0,100.0,/m/02cz_7
wOrP1_j8170,0.0,10.0,/m/02cz_7
wPwOJzszS2E,10.0,20.0,/m/02cz_7
wQsEQBQ5JHY,60.0,70.0,/m/02cz_7
wTum3Zc0kXw,30.0,40.0,/m/02cz_7
wmfKi0bYpHY,180.0,190.0,/m/02cz_7
wobPG648xqY,210.0,220.0,/m/02cz_7
wqQvobXEu0c,10.0,20.0,/m/02cz_7
wxEanDfWzMs,20.0,30.0,/m/02cz_7
wzClujR2UN8,50.0,60.0,/m/02cz_7
wzohQtglH3E,90.0,100.0,/m/02cz_7
x5LeLf9ivbY,90.0,100.0,/m/02cz_7
x7Hfqhpn7Fg,30.0,40.0,/m/02cz_7
x9mg3PCMXQs,70.0,80.0,/m/02cz_7
xBYbOhsBS0c,230.0,240.0,/m/02cz_7
xDTBy0DL3ko,40.0,50.0,/m/02cz_7
xTL-3Gut1N8,160.0,170.0,/m/02cz_7
xXdelnxXF7A,70.0,80.0,/m/02cz_7
xdnd3-KLb44,260.0,270.0,/m/02cz_7
xmECxLbc3QE,60.0,70.0,/m/02cz_7
xz5ddee19QY,50.0,60.0,/m/02cz_7
y8S3WC0QrCk,20.0,30.0,/m/02cz_7
yNIP4XYvTe8,150.0,160.0,/m/02cz_7
yf8nYZR2Npc,30.0,40.0,/m/02cz_7
yk8NFnQQIoU,50.0,60.0,/m/02cz_7
yo-jiYrivlM,40.0,50.0,/m/02cz_7
yrMEiTxdoZo,0.0,10.0,/m/02cz_7
yyw2chDcZlo,90.0,100.0,/m/02cz_7
z2IDgPs0qzY,40.0,50.0,/m/02cz_7
z3GL_U7vKMw,240.0,250.0,/m/02cz_7
z5hZ4Gb3RPM,50.0,60.0,/m/02cz_7
z9N2TaL5wX8,260.0,270.0,/m/02cz_7
zAwM7vx5L44,50.0,60.0,/m/02cz_7
zDa8Frdbxi4,30.0,40.0,/m/02cz_7
zGfHwewME1g,60.0,70.0,/m/02cz_7
zSaJR5drCIU,70.0,80.0,/m/02cz_7
zWGkfJ27p_g,20.0,30.0,/m/02cz_7
zY8s_owW7VM,150.0,160.0,/m/02cz_7
zrVif6w-2mk,60.0,70.0,/m/02cz_7
zsBN_9pp_ZU,80.0,90.0,/m/02cz_7
ztg6Wwu1Ml8,10.0,20.0,/m/02cz_7
8aGktaPzyjo,110.0,120.0,/m/02cz_7
AR6Q6EHQmP0,170.0,180.0,/m/02cz_7
E38KmrsatOw,200.0,210.0,/m/02cz_7
OXw72jLYKAw,60.0,70.0,/m/02cz_7
Oo3k0BwN-m4,210.0,220.0,/m/02cz_7
VmBUVCzOCh4,40.0,50.0,/m/02cz_7
_ycih6B6iqM,0.0,10.0,/m/02cz_7
hhsSfSg6uMY,400.0,410.0,/m/02cz_7
mtp2n5tL9X0,44.0,54.0,/m/02cz_7
pg1qLJ_6-LE,30.0,40.0,/m/02cz_7
wtVaD_uYbnQ,100.0,110.0,/m/02cz_7
ysxtvbhEyaQ,60.0,70.0,/m/02cz_7
